,cust,grade,var2,startDate,mev,t,y
186,8,1,0,20,-0.027185522,18,2
187,8,1,0,20,-0.044895287,19,1
188,8,1,0,20,-0.112117994,20,0
189,8,1,0,20,-0.074101481,21,0
190,8,1,0,20,-0.077881323,22,0
191,8,1,0,20,-0.052400836,23,0
192,8,1,0,20,-0.075776832,24,2
193,9,1,1,26,0.067619079,1,0
194,9,1,1,26,-0.001336646,2,1
195,9,1,1,26,0.048175366,3,0
196,9,1,1,26,0.034053705,4,0
197,9,1,1,26,0.012927202,5,0
198,9,1,1,26,-0.007198288,6,1
199,9,1,1,26,-0.010109425,7,1
200,9,1,1,26,-0.038738391,8,0
201,9,1,1,26,-0.045119976,9,0
202,9,1,1,26,-0.066389741,10,1
203,9,1,1,26,-0.064726224,11,0
204,9,1,1,26,-0.027185522,12,1
205,9,1,1,26,-0.044895287,13,0
206,9,1,1,26,-0.112117994,14,0
207,9,1,1,26,-0.074101481,15,0
208,9,1,1,26,-0.077881323,16,0
209,9,1,1,26,-0.052400836,17,0
210,9,1,1,26,-0.075776832,18,1
211,9,1,1,26,-0.087017249,19,0
212,9,1,1,26,-0.101875464,20,0
213,9,1,1,26,-0.075573143,21,0
214,9,1,1,26,-0.07858576,22,2
215,9,1,1,26,-0.0948774,23,2
216,9,1,1,26,-0.12369186,24,3
217,10,1,1,10,0.072745767,1,2
218,10,1,1,10,0.079218942,2,3
219,10,1,1,10,0.119778052,3,0
220,10,1,1,10,0.063930914,4,0
221,10,1,1,10,0.09913488,5,2
222,10,1,1,10,0.087239818,6,0
223,10,1,1,10,0.126009458,7,0
224,10,1,1,10,0.104675091,8,0
225,10,1,1,10,0.129934099,9,1
226,10,1,1,10,0.114350436,10,1
227,10,1,1,10,0.091919437,11,1
228,10,1,1,10,0.069520562,12,0
229,10,1,1,10,0.041068105,13,0
230,10,1,1,10,0.069115221,14,0
231,10,1,1,10,0.062268341,15,0
232,10,1,1,10,0.044327899,16,2
233,10,1,1,10,0.067619079,17,2
234,10,1,1,10,-0.001336646,18,2
235,10,1,1,10,0.048175366,19,2
236,10,1,1,10,0.034053705,20,1
237,10,1,1,10,0.012927202,21,1
238,10,1,1,10,-0.007198288,22,1
239,10,1,1,10,-0.010109425,23,0
240,10,1,1,10,-0.038738391,24,0
241,11,1,1,13,0.063930914,1,0
242,11,1,1,13,0.09913488,2,0
243,11,1,1,13,0.087239818,3,0
244,11,1,1,13,0.126009458,4,1
245,11,1,1,13,0.104675091,5,0
246,11,1,1,13,0.129934099,6,0
247,11,1,1,13,0.114350436,7,0
248,11,1,1,13,0.091919437,8,0
249,11,1,1,13,0.069520562,9,1
250,11,1,1,13,0.041068105,10,0
251,11,1,1,13,0.069115221,11,2
252,11,1,1,13,0.062268341,12,1
253,11,1,1,13,0.044327899,13,1
254,11,1,1,13,0.067619079,14,0
255,11,1,1,13,-0.001336646,15,0
256,11,1,1,13,0.048175366,16,0
257,11,1,1,13,0.034053705,17,0
258,11,1,1,13,0.012927202,18,0
259,11,1,1,13,-0.007198288,19,0
260,11,1,1,13,-0.010109425,20,0
261,11,1,1,13,-0.038738391,21,2
262,11,1,1,13,-0.045119976,22,0
263,11,1,1,13,-0.066389741,23,0
264,11,1,1,13,-0.064726224,24,0
265,12,1,1,30,0.012927202,1,1
266,12,1,1,30,-0.007198288,2,1
267,12,1,1,30,-0.010109425,3,0
268,12,1,1,30,-0.038738391,4,0
269,12,1,1,30,-0.045119976,5,1
270,12,1,1,30,-0.066389741,6,0
271,12,1,1,30,-0.064726224,7,2
272,12,1,1,30,-0.027185522,8,0
273,12,1,1,30,-0.044895287,9,1
274,12,1,1,30,-0.112117994,10,1
275,12,1,1,30,-0.074101481,11,1
276,12,1,1,30,-0.077881323,12,0
277,12,1,1,30,-0.052400836,13,0
278,12,1,1,30,-0.075776832,14,1
279,12,1,1,30,-0.087017249,15,0
280,12,1,1,30,-0.101875464,16,2
281,12,1,1,30,-0.075573143,17,2
282,12,1,1,30,-0.07858576,18,1
283,12,1,1,30,-0.0948774,19,1
284,12,1,1,30,-0.12369186,20,0
285,12,1,1,30,-0.070007353,21,2
286,12,1,1,30,-0.083274636,22,2
287,12,1,1,30,-0.095068039,23,2
288,12,1,1,30,-0.050840948,24,1
289,13,1,1,21,0.069520562,1,0
290,13,1,1,21,0.041068105,2,1
291,13,1,1,21,0.069115221,3,0
292,13,1,1,21,0.062268341,4,1
293,13,1,1,21,0.044327899,5,0
294,13,1,1,21,0.067619079,6,0
295,13,1,1,21,-0.001336646,7,0
296,13,1,1,21,0.048175366,8,2
297,13,1,1,21,0.034053705,9,2
298,13,1,1,21,0.012927202,10,2
299,13,1,1,21,-0.007198288,11,3
300,13,1,1,21,-0.010109425,12,3
301,13,1,1,21,-0.038738391,13,3
302,13,1,1,21,-0.045119976,14,2
303,13,1,1,21,-0.066389741,15,1
304,13,1,1,21,-0.064726224,16,0
305,13,1,1,21,-0.027185522,17,2
306,13,1,1,21,-0.044895287,18,0
307,13,1,1,21,-0.112117994,19,1
308,13,1,1,21,-0.074101481,20,0
309,13,1,1,21,-0.077881323,21,1
310,13,1,1,21,-0.052400836,22,1
311,13,1,1,21,-0.075776832,23,0
312,13,1,1,21,-0.087017249,24,2
313,14,1,0,46,-0.075573143,1,0
314,14,1,0,46,-0.07858576,2,2
315,14,1,0,46,-0.0948774,3,1
316,14,1,0,46,-0.12369186,4,0
317,14,1,0,46,-0.070007353,5,0
318,14,1,0,46,-0.083274636,6,0
319,14,1,0,46,-0.095068039,7,1
320,14,1,0,46,-0.050840948,8,1
321,14,1,0,46,-0.035215358,9,1
322,14,1,0,46,-0.081453823,10,1
323,14,1,0,46,-0.075573347,11,0
324,14,1,0,46,-0.036749616,12,1
325,14,1,0,46,-0.041142962,13,0
326,14,1,0,46,-0.03514297,14,0
327,14,1,0,46,-0.018016791,15,0
328,14,1,0,46,-0.009129653,16,1
329,14,1,0,46,-0.004576848,17,2
330,14,1,0,46,0.004624149,18,0
331,14,1,0,46,-0.016159525,19,0
332,14,1,0,46,0.055962477,20,2
333,14,1,0,46,0.089494826,21,2
334,14,1,0,46,0.041902981,22,1
335,14,1,0,46,0.062655696,23,1
336,14,1,0,46,0.081160125,24,0
337,15,1,0,33,-0.038738391,1,1
338,15,1,0,33,-0.045119976,2,1
339,15,1,0,33,-0.066389741,3,0
340,15,1,0,33,-0.064726224,4,0
341,15,1,0,33,-0.027185522,5,1
342,15,1,0,33,-0.044895287,6,2
343,15,1,0,33,-0.112117994,7,2
344,15,1,0,33,-0.074101481,8,2
345,15,1,0,33,-0.077881323,9,2
346,15,1,0,33,-0.052400836,10,2
347,15,1,0,33,-0.075776832,11,1
348,15,1,0,33,-0.087017249,12,1
349,15,1,0,33,-0.101875464,13,0
350,15,1,0,33,-0.075573143,14,1
351,15,1,0,33,-0.07858576,15,1
352,15,1,0,33,-0.0948774,16,0
353,15,1,0,33,-0.12369186,17,0
354,15,1,0,33,-0.070007353,18,0
355,15,1,0,33,-0.083274636,19,0
356,15,1,0,33,-0.095068039,20,0
357,15,1,0,33,-0.050840948,21,0
358,15,1,0,33,-0.035215358,22,2
359,15,1,0,33,-0.081453823,23,0
360,15,1,0,33,-0.075573347,24,0
361,16,1,1,30,0.012927202,1,0
362,16,1,1,30,-0.007198288,2,0
363,16,1,1,30,-0.010109425,3,2
364,16,1,1,30,-0.038738391,4,2
365,16,1,1,30,-0.045119976,5,0
366,16,1,1,30,-0.066389741,6,0
367,16,1,1,30,-0.064726224,7,0
368,16,1,1,30,-0.027185522,8,1
369,16,1,1,30,-0.044895287,9,0
370,16,1,1,30,-0.112117994,10,0
371,16,1,1,30,-0.074101481,11,1
372,16,1,1,30,-0.077881323,12,1
373,16,1,1,30,-0.052400836,13,0
374,16,1,1,30,-0.075776832,14,0
375,16,1,1,30,-0.087017249,15,0
376,16,1,1,30,-0.101875464,16,0
377,16,1,1,30,-0.075573143,17,1
378,16,1,1,30,-0.07858576,18,2
379,16,1,1,30,-0.0948774,19,0
380,16,1,1,30,-0.12369186,20,0
381,16,1,1,30,-0.070007353,21,0
382,16,1,1,30,-0.083274636,22,2
383,16,1,1,30,-0.095068039,23,2
384,16,1,1,30,-0.050840948,24,1
385,17,1,0,2,0.032312031,1,0
386,17,1,0,2,0.029246814,2,0
387,17,1,0,2,0.057244189,3,0
388,17,1,0,2,0.064938283,4,2
389,17,1,0,2,0.056387209,5,1
390,17,1,0,2,0.069535402,6,2
391,17,1,0,2,0.10883914,7,2
392,17,1,0,2,0.082196197,8,2
393,17,1,0,2,0.072745767,9,0
394,17,1,0,2,0.079218942,10,2
395,17,1,0,2,0.119778052,11,3
396,17,1,0,2,0.063930914,12,3
397,17,1,0,2,0.09913488,13,3
398,17,1,0,2,0.087239818,14,3
399,17,1,0,2,0.126009458,15,3
400,17,1,0,2,0.104675091,16,1
401,17,1,0,2,0.129934099,17,1
402,17,1,0,2,0.114350436,18,1
403,17,1,0,2,0.091919437,19,1
404,17,1,0,2,0.069520562,20,1
405,17,1,0,2,0.041068105,21,0
406,17,1,0,2,0.069115221,22,0
407,17,1,0,2,0.062268341,23,1
408,17,1,0,2,0.044327899,24,1
409,18,1,1,5,0.064938283,1,0
410,18,1,1,5,0.056387209,2,1
411,18,1,1,5,0.069535402,3,2
412,18,1,1,5,0.10883914,4,1
413,18,1,1,5,0.082196197,5,1
414,18,1,1,5,0.072745767,6,0
415,18,1,1,5,0.079218942,7,0
416,18,1,1,5,0.119778052,8,0
417,18,1,1,5,0.063930914,9,2
418,18,1,1,5,0.09913488,10,2
419,18,1,1,5,0.087239818,11,1
420,18,1,1,5,0.126009458,12,2
421,18,1,1,5,0.104675091,13,1
422,18,1,1,5,0.129934099,14,0
423,18,1,1,5,0.114350436,15,1
424,18,1,1,5,0.091919437,16,0
425,18,1,1,5,0.069520562,17,2
426,18,1,1,5,0.041068105,18,3
427,18,1,1,5,0.069115221,19,1
428,18,1,1,5,0.062268341,20,0
429,18,1,1,5,0.044327899,21,0
430,18,1,1,5,0.067619079,22,2
431,18,1,1,5,-0.001336646,23,2
432,18,1,1,5,0.048175366,24,2
433,19,1,1,45,-0.101875464,1,1
434,19,1,1,45,-0.075573143,2,1
435,19,1,1,45,-0.07858576,3,1
436,19,1,1,45,-0.0948774,4,0
437,19,1,1,45,-0.12369186,5,2
438,19,1,1,45,-0.070007353,6,1
439,19,1,1,45,-0.083274636,7,1
440,19,1,1,45,-0.095068039,8,2
441,19,1,1,45,-0.050840948,9,0
442,19,1,1,45,-0.035215358,10,1
443,19,1,1,45,-0.081453823,11,2
444,19,1,1,45,-0.075573347,12,1
445,19,1,1,45,-0.036749616,13,2
446,19,1,1,45,-0.041142962,14,1
447,19,1,1,45,-0.03514297,15,0
448,19,1,1,45,-0.018016791,16,1
449,19,1,1,45,-0.009129653,17,1
450,19,1,1,45,-0.004576848,18,2
451,19,1,1,45,0.004624149,19,2
452,19,1,1,45,-0.016159525,20,1
453,19,1,1,45,0.055962477,21,1
454,19,1,1,45,0.089494826,22,0
455,19,1,1,45,0.041902981,23,1
456,19,1,1,45,0.062655696,24,0
457,20,1,0,28,0.048175366,1,1
458,20,1,0,28,0.034053705,2,0
459,20,1,0,28,0.012927202,3,2
460,20,1,0,28,-0.007198288,4,2
461,20,1,0,28,-0.010109425,5,0
462,20,1,0,28,-0.038738391,6,0
463,20,1,0,28,-0.045119976,7,0
464,20,1,0,28,-0.066389741,8,0
465,20,1,0,28,-0.064726224,9,0
466,20,1,0,28,-0.027185522,10,0
467,20,1,0,28,-0.044895287,11,0
468,20,1,0,28,-0.112117994,12,0
469,20,1,0,28,-0.074101481,13,0
470,20,1,0,28,-0.077881323,14,1
471,20,1,0,28,-0.052400836,15,0
472,20,1,0,28,-0.075776832,16,0
473,20,1,0,28,-0.087017249,17,1
474,20,1,0,28,-0.101875464,18,1
475,20,1,0,28,-0.075573143,19,1
476,20,1,0,28,-0.07858576,20,1
477,20,1,0,28,-0.0948774,21,0
478,20,1,0,28,-0.12369186,22,2
479,20,1,0,28,-0.070007353,23,1
480,20,1,0,28,-0.083274636,24,0
481,21,1,1,46,-0.075573143,1,0
482,21,1,1,46,-0.07858576,2,1
483,21,1,1,46,-0.0948774,3,0
484,21,1,1,46,-0.12369186,4,2
485,21,1,1,46,-0.070007353,5,0
486,21,1,1,46,-0.083274636,6,2
487,21,1,1,46,-0.095068039,7,2
488,21,1,1,46,-0.050840948,8,1
489,21,1,1,46,-0.035215358,9,1
490,21,1,1,46,-0.081453823,10,0
491,21,1,1,46,-0.075573347,11,1
492,21,1,1,46,-0.036749616,12,1
493,21,1,1,46,-0.041142962,13,0
494,21,1,1,46,-0.03514297,14,1
495,21,1,1,46,-0.018016791,15,1
496,21,1,1,46,-0.009129653,16,3
497,21,1,1,46,-0.004576848,17,2
498,21,1,1,46,0.004624149,18,3
499,21,1,1,46,-0.016159525,19,1
500,21,1,1,46,0.055962477,20,0
501,21,1,1,46,0.089494826,21,0
502,21,1,1,46,0.041902981,22,1
503,21,1,1,46,0.062655696,23,2
504,21,1,1,46,0.081160125,24,2
505,22,1,1,43,-0.075776832,1,2
506,22,1,1,43,-0.087017249,2,1
507,22,1,1,43,-0.101875464,3,1
508,22,1,1,43,-0.075573143,4,1
509,22,1,1,43,-0.07858576,5,0
510,22,1,1,43,-0.0948774,6,1
511,22,1,1,43,-0.12369186,7,0
512,22,1,1,43,-0.070007353,8,0
513,22,1,1,43,-0.083274636,9,1
514,22,1,1,43,-0.095068039,10,0
515,22,1,1,43,-0.050840948,11,0
516,22,1,1,43,-0.035215358,12,1
517,22,1,1,43,-0.081453823,13,0
518,22,1,1,43,-0.075573347,14,0
519,22,1,1,43,-0.036749616,15,0
520,22,1,1,43,-0.041142962,16,0
521,22,1,1,43,-0.03514297,17,0
522,22,1,1,43,-0.018016791,18,0
523,22,1,1,43,-0.009129653,19,0
524,22,1,1,43,-0.004576848,20,1
525,22,1,1,43,0.004624149,21,1
526,22,1,1,43,-0.016159525,22,0
527,22,1,1,43,0.055962477,23,2
528,22,1,1,43,0.089494826,24,2
529,23,1,1,41,-0.077881323,1,1
530,23,1,1,41,-0.052400836,2,3
531,23,1,1,41,-0.075776832,3,3
532,23,1,1,41,-0.087017249,4,3
533,23,1,1,41,-0.101875464,5,3
534,23,1,1,41,-0.075573143,6,1
535,23,1,1,41,-0.07858576,7,2
536,23,1,1,41,-0.0948774,8,1
537,23,1,1,41,-0.12369186,9,0
538,23,1,1,41,-0.070007353,10,0
539,23,1,1,41,-0.083274636,11,0
540,23,1,1,41,-0.095068039,12,0
541,23,1,1,41,-0.050840948,13,1
542,23,1,1,41,-0.035215358,14,1
543,23,1,1,41,-0.081453823,15,0
544,23,1,1,41,-0.075573347,16,1
545,23,1,1,41,-0.036749616,17,0
546,23,1,1,41,-0.041142962,18,1
547,23,1,1,41,-0.03514297,19,0
548,23,1,1,41,-0.018016791,20,1
549,23,1,1,41,-0.009129653,21,2
550,23,1,1,41,-0.004576848,22,0
551,23,1,1,41,0.004624149,23,0
552,23,1,1,41,-0.016159525,24,0
553,24,0,0,20,0.091919437,1,0
554,24,0,0,20,0.069520562,2,0
555,24,0,0,20,0.041068105,3,0
556,24,0,0,20,0.069115221,4,1
557,24,0,0,20,0.062268341,5,2
558,24,0,0,20,0.044327899,6,3
559,24,0,0,20,0.067619079,7,3
560,24,0,0,20,-0.001336646,8,3
561,24,0,0,20,0.048175366,9,3
562,24,0,0,20,0.034053705,10,3
563,24,0,0,20,0.012927202,11,3
564,24,0,0,20,-0.007198288,12,3
565,24,0,0,20,-0.010109425,13,3
566,24,0,0,20,-0.038738391,14,3
567,24,0,0,20,-0.045119976,15,3
568,24,0,0,20,-0.066389741,16,3
569,24,0,0,20,-0.064726224,17,3
570,24,0,0,20,-0.027185522,18,2
571,24,0,0,20,-0.044895287,19,0
572,24,0,0,20,-0.112117994,20,0
573,24,0,0,20,-0.074101481,21,0
574,24,0,0,20,-0.077881323,22,0
575,24,0,0,20,-0.052400836,23,0
576,24,0,0,20,-0.075776832,24,0
577,25,1,0,43,-0.075776832,1,1
578,25,1,0,43,-0.087017249,2,0
579,25,1,0,43,-0.101875464,3,1
580,25,1,0,43,-0.075573143,4,0
581,25,1,0,43,-0.07858576,5,1
582,25,1,0,43,-0.0948774,6,0
583,25,1,0,43,-0.12369186,7,0
584,25,1,0,43,-0.070007353,8,1
585,25,1,0,43,-0.083274636,9,1
586,25,1,0,43,-0.095068039,10,0
587,25,1,0,43,-0.050840948,11,1
588,25,1,0,43,-0.035215358,12,0
589,25,1,0,43,-0.081453823,13,0
590,25,1,0,43,-0.075573347,14,0
591,25,1,0,43,-0.036749616,15,0
592,25,1,0,43,-0.041142962,16,0
593,25,1,0,43,-0.03514297,17,1
594,25,1,0,43,-0.018016791,18,0
595,25,1,0,43,-0.009129653,19,0
596,25,1,0,43,-0.004576848,20,0
597,25,1,0,43,0.004624149,21,0
598,25,1,0,43,-0.016159525,22,2
599,25,1,0,43,0.055962477,23,1
600,25,1,0,43,0.089494826,24,0
601,26,1,1,1,0.04874956,1,2
602,26,1,1,1,0.032312031,2,2
603,26,1,1,1,0.029246814,3,2
604,26,1,1,1,0.057244189,4,0
605,26,1,1,1,0.064938283,5,0
606,26,1,1,1,0.056387209,6,0
607,26,1,1,1,0.069535402,7,1
608,26,1,1,1,0.10883914,8,0
609,26,1,1,1,0.082196197,9,0
610,26,1,1,1,0.072745767,10,2
611,26,1,1,1,0.079218942,11,2
612,26,1,1,1,0.119778052,12,2
613,26,1,1,1,0.063930914,13,2
614,26,1,1,1,0.09913488,14,0
615,26,1,1,1,0.087239818,15,1
616,26,1,1,1,0.126009458,16,0
617,26,1,1,1,0.104675091,17,0
618,26,1,1,1,0.129934099,18,2
619,26,1,1,1,0.114350436,19,0
620,26,1,1,1,0.091919437,20,0
621,26,1,1,1,0.069520562,21,0
622,26,1,1,1,0.041068105,22,0
623,26,1,1,1,0.069115221,23,0
624,26,1,1,1,0.062268341,24,1
625,27,1,0,27,-0.001336646,1,1
626,27,1,0,27,0.048175366,2,0
627,27,1,0,27,0.034053705,3,0
628,27,1,0,27,0.012927202,4,2
629,27,1,0,27,-0.007198288,5,1
630,27,1,0,27,-0.010109425,6,1
631,27,1,0,27,-0.038738391,7,1
632,27,1,0,27,-0.045119976,8,2
633,27,1,0,27,-0.066389741,9,0
634,27,1,0,27,-0.064726224,10,0
635,27,1,0,27,-0.027185522,11,1
636,27,1,0,27,-0.044895287,12,0
637,27,1,0,27,-0.112117994,13,1
638,27,1,0,27,-0.074101481,14,0
639,27,1,0,27,-0.077881323,15,0
640,27,1,0,27,-0.052400836,16,1
641,27,1,0,27,-0.075776832,17,3
642,27,1,0,27,-0.087017249,18,0
643,27,1,0,27,-0.101875464,19,0
644,27,1,0,27,-0.075573143,20,0
645,27,1,0,27,-0.07858576,21,1
646,27,1,0,27,-0.0948774,22,2
647,27,1,0,27,-0.12369186,23,0
648,27,1,0,27,-0.070007353,24,0
649,28,1,1,8,0.10883914,1,0
650,28,1,1,8,0.082196197,2,1
651,28,1,1,8,0.072745767,3,0
652,28,1,1,8,0.079218942,4,1
653,28,1,1,8,0.119778052,5,1
654,28,1,1,8,0.063930914,6,0
655,28,1,1,8,0.09913488,7,1
656,28,1,1,8,0.087239818,8,0
657,28,1,1,8,0.126009458,9,0
658,28,1,1,8,0.104675091,10,0
659,28,1,1,8,0.129934099,11,0
660,28,1,1,8,0.114350436,12,0
661,28,1,1,8,0.091919437,13,1
662,28,1,1,8,0.069520562,14,1
663,28,1,1,8,0.041068105,15,1
664,28,1,1,8,0.069115221,16,1
665,28,1,1,8,0.062268341,17,2
666,28,1,1,8,0.044327899,18,2
667,28,1,1,8,0.067619079,19,2
668,28,1,1,8,-0.001336646,20,2
669,28,1,1,8,0.048175366,21,2
670,28,1,1,8,0.034053705,22,2
671,28,1,1,8,0.012927202,23,2
672,28,1,1,8,-0.007198288,24,0
673,29,1,1,4,0.057244189,1,0
674,29,1,1,4,0.064938283,2,0
675,29,1,1,4,0.056387209,3,2
676,29,1,1,4,0.069535402,4,3
677,29,1,1,4,0.10883914,5,3
