,cust,grade,var2,startDate,mev,t,y
245,11,1,0,38,-1,5,2
246,11,1,0,38,-1,6,2
247,11,1,0,38,-1,7,3
248,11,1,0,38,-1,8,3
249,11,1,0,38,-1,9,2
250,11,1,0,38,-1,10,2
251,11,1,0,38,-1,11,3
252,11,1,0,38,-1,12,1
253,11,1,0,38,-1,13,1
254,11,1,0,38,-1,14,0
255,11,1,0,38,-1,15,0
256,11,1,0,38,-1,16,0
257,11,1,0,38,-1,17,0
258,11,1,0,38,-1,18,0
259,11,1,0,38,-1,19,0
260,11,1,0,38,-1,20,0
261,11,1,0,38,-1,21,0
262,11,1,0,38,-1,22,0
263,11,1,0,38,-1,23,0
264,11,1,0,38,1,24,2
265,12,1,1,45,-1,1,0
266,12,1,1,45,-1,2,0
267,12,1,1,45,-1,3,2
268,12,1,1,45,-1,4,3
269,12,1,1,45,-1,5,2
270,12,1,1,45,-1,6,2
271,12,1,1,45,-1,7,1
272,12,1,1,45,-1,8,2
273,12,1,1,45,-1,9,2
274,12,1,1,45,-1,10,2
275,12,1,1,45,-1,11,0
276,12,1,1,45,-1,12,0
277,12,1,1,45,-1,13,0
278,12,1,1,45,-1,14,0
279,12,1,1,45,-1,15,0
280,12,1,1,45,-1,16,1
281,12,1,1,45,1,17,1
282,12,1,1,45,-1,18,2
283,12,1,1,45,1,19,3
284,12,1,1,45,1,20,3
285,12,1,1,45,1,21,2
286,12,1,1,45,1,22,1
287,12,1,1,45,1,23,0
288,12,1,1,45,1,24,1
289,13,1,0,1,1,1,0
290,13,1,0,1,1,2,2
291,13,1,0,1,1,3,1
292,13,1,0,1,1,4,2
293,13,1,0,1,1,5,3
294,13,1,0,1,1,6,3
295,13,1,0,1,1,7,3
296,13,1,0,1,1,8,3
297,13,1,0,1,1,9,0
298,13,1,0,1,1,10,0
299,13,1,0,1,1,11,2
300,13,1,0,1,1,12,3
301,13,1,0,1,1,13,1
302,13,1,0,1,1,14,1
303,13,1,0,1,1,15,1
304,13,1,0,1,1,16,1
305,13,1,0,1,1,17,0
306,13,1,0,1,1,18,2
307,13,1,0,1,1,19,2
308,13,1,0,1,1,20,3
309,13,1,0,1,1,21,2
310,13,1,0,1,1,22,2
311,13,1,0,1,1,23,1
312,13,1,0,1,1,24,0
313,14,1,0,8,1,1,0
314,14,1,0,8,1,2,1
315,14,1,0,8,1,3,1
316,14,1,0,8,1,4,2
317,14,1,0,8,1,5,1
318,14,1,0,8,1,6,0
319,14,1,0,8,1,7,1
320,14,1,0,8,1,8,0
321,14,1,0,8,1,9,2
322,14,1,0,8,1,10,2
323,14,1,0,8,1,11,0
324,14,1,0,8,1,12,1
325,14,1,0,8,1,13,0
326,14,1,0,8,1,14,0
327,14,1,0,8,1,15,1
328,14,1,0,8,1,16,0
329,14,1,0,8,1,17,1
330,14,1,0,8,1,18,1
331,14,1,0,8,1,19,1
332,14,1,0,8,1,20,0
333,14,1,0,8,1,21,0
334,14,1,0,8,-1,22,0
335,14,1,0,8,1,23,0
336,14,1,0,8,1,24,1
337,15,1,0,20,1,1,1
338,15,1,0,20,1,2,0
339,15,1,0,20,1,3,2
340,15,1,0,20,1,4,3
341,15,1,0,20,1,5,3
342,15,1,0,20,1,6,3
343,15,1,0,20,1,7,1
344,15,1,0,20,1,8,1
345,15,1,0,20,1,9,1
346,15,1,0,20,-1,10,0
347,15,1,0,20,1,11,2
348,15,1,0,20,1,12,2
349,15,1,0,20,-1,13,1
350,15,1,0,20,-1,14,0
351,15,1,0,20,-1,15,1
352,15,1,0,20,-1,16,2
353,15,1,0,20,-1,17,1
354,15,1,0,20,-1,18,1
355,15,1,0,20,-1,19,2
356,15,1,0,20,-1,20,2
357,15,1,0,20,-1,21,2
358,15,1,0,20,-1,22,1
359,15,1,0,20,-1,23,1
360,15,1,0,20,-1,24,1
361,16,0,0,1,1,1,1
362,16,0,0,1,1,2,2
363,16,0,0,1,1,3,1
364,16,0,0,1,1,4,2
365,16,0,0,1,1,5,3
366,16,0,0,1,1,6,3
367,16,0,0,1,1,7,3
368,16,0,0,1,1,8,3
369,16,0,0,1,1,9,3
370,16,0,0,1,1,10,3
371,16,0,0,1,1,11,3
372,16,0,0,1,1,12,3
373,16,0,0,1,1,13,3
374,16,0,0,1,1,14,2
375,16,0,0,1,1,15,0
376,16,0,0,1,1,16,0
377,16,0,0,1,1,17,0
378,16,0,0,1,1,18,1
379,16,0,0,1,1,19,2
380,16,0,0,1,1,20,0
381,16,0,0,1,1,21,0
382,16,0,0,1,1,22,0
383,16,0,0,1,1,23,1
384,16,0,0,1,1,24,2
385,17,1,1,43,-1,1,0
386,17,1,1,43,-1,2,0
387,17,1,1,43,-1,3,0
388,17,1,1,43,-1,4,0
389,17,1,1,43,-1,5,1
390,17,1,1,43,-1,6,0
391,17,1,1,43,-1,7,0
392,17,1,1,43,-1,8,0
393,17,1,1,43,-1,9,0
394,17,1,1,43,-1,10,1
395,17,1,1,43,-1,11,1
396,17,1,1,43,-1,12,0
397,17,1,1,43,-1,13,0
398,17,1,1,43,-1,14,0
399,17,1,1,43,-1,15,0
400,17,1,1,43,-1,16,2
401,17,1,1,43,-1,17,3
402,17,1,1,43,-1,18,0
403,17,1,1,43,1,19,0
404,17,1,1,43,-1,20,0
405,17,1,1,43,1,21,0
406,17,1,1,43,1,22,0
407,17,1,1,43,1,23,1
408,17,1,1,43,1,24,1
409,18,1,0,40,-1,1,0
410,18,1,0,40,-1,2,1
411,18,1,0,40,-1,3,0
412,18,1,0,40,-1,4,2
413,18,1,0,40,-1,5,2
414,18,1,0,40,-1,6,2
415,18,1,0,40,-1,7,1
416,18,1,0,40,-1,8,0
417,18,1,0,40,-1,9,0
418,18,1,0,40,-1,10,0
419,18,1,0,40,-1,11,0
420,18,1,0,40,-1,12,0
421,18,1,0,40,-1,13,1
422,18,1,0,40,-1,14,2
423,18,1,0,40,-1,15,2
424,18,1,0,40,-1,16,2
425,18,1,0,40,-1,17,0
426,18,1,0,40,-1,18,0
427,18,1,0,40,-1,19,0
428,18,1,0,40,-1,20,1
429,18,1,0,40,-1,21,1
430,18,1,0,40,1,22,0
431,18,1,0,40,-1,23,0
432,18,1,0,40,1,24,1
433,19,1,1,20,1,1,1
434,19,1,1,20,1,2,1
435,19,1,1,20,1,3,1
436,19,1,1,20,1,4,0
437,19,1,1,20,1,5,0
438,19,1,1,20,1,6,0
439,19,1,1,20,1,7,1
440,19,1,1,20,1,8,0
441,19,1,1,20,1,9,0
442,19,1,1,20,-1,10,1
443,19,1,1,20,1,11,0
444,19,1,1,20,1,12,1
445,19,1,1,20,-1,13,0
446,19,1,1,20,-1,14,0
447,19,1,1,20,-1,15,2
448,19,1,1,20,-1,16,1
449,19,1,1,20,-1,17,1
450,19,1,1,20,-1,18,1
451,19,1,1,20,-1,19,1
452,19,1,1,20,-1,20,0
453,19,1,1,20,-1,21,0
454,19,1,1,20,-1,22,1
455,19,1,1,20,-1,23,1
456,19,1,1,20,-1,24,0
457,20,1,1,39,-1,1,0
458,20,1,1,39,-1,2,0
459,20,1,1,39,-1,3,0
460,20,1,1,39,-1,4,0
461,20,1,1,39,-1,5,0
462,20,1,1,39,-1,6,1
463,20,1,1,39,-1,7,1
464,20,1,1,39,-1,8,1
465,20,1,1,39,-1,9,1
466,20,1,1,39,-1,10,2
467,20,1,1,39,-1,11,2
468,20,1,1,39,-1,12,0
469,20,1,1,39,-1,13,0
470,20,1,1,39,-1,14,1
471,20,1,1,39,-1,15,0
472,20,1,1,39,-1,16,0
473,20,1,1,39,-1,17,0
474,20,1,1,39,-1,18,0
475,20,1,1,39,-1,19,2
476,20,1,1,39,-1,20,2
477,20,1,1,39,-1,21,1
478,20,1,1,39,-1,22,1
479,20,1,1,39,1,23,1
480,20,1,1,39,-1,24,0
481,21,1,1,18,1,1,0
482,21,1,1,18,1,2,0
483,21,1,1,18,1,3,3
484,21,1,1,18,1,4,2
485,21,1,1,18,1,5,2
486,21,1,1,18,1,6,1
487,21,1,1,18,1,7,1
488,21,1,1,18,1,8,2
489,21,1,1,18,1,9,2
490,21,1,1,18,1,10,1
491,21,1,1,18,1,11,1
492,21,1,1,18,-1,12,0
493,21,1,1,18,1,13,1
494,21,1,1,18,1,14,1
495,21,1,1,18,-1,15,2
496,21,1,1,18,-1,16,2
497,21,1,1,18,-1,17,3
498,21,1,1,18,-1,18,2
499,21,1,1,18,-1,19,0
500,21,1,1,18,-1,20,1
501,21,1,1,18,-1,21,0
502,21,1,1,18,-1,22,0
503,21,1,1,18,-1,23,0
504,21,1,1,18,-1,24,0
505,22,1,0,24,1,1,0
506,22,1,0,24,1,2,0
507,22,1,0,24,1,3,0
508,22,1,0,24,1,4,0
509,22,1,0,24,1,5,0
510,22,1,0,24,-1,6,1
511,22,1,0,24,1,7,1
512,22,1,0,24,1,8,1
513,22,1,0,24,-1,9,2
514,22,1,0,24,-1,10,1
515,22,1,0,24,-1,11,1
516,22,1,0,24,-1,12,0
517,22,1,0,24,-1,13,0
518,22,1,0,24,-1,14,0
519,22,1,0,24,-1,15,0
520,22,1,0,24,-1,16,0
521,22,1,0,24,-1,17,1
522,22,1,0,24,-1,18,0
523,22,1,0,24,-1,19,0
524,22,1,0,24,-1,20,0
525,22,1,0,24,-1,21,0
526,22,1,0,24,-1,22,0
527,22,1,0,24,-1,23,0
528,22,1,0,24,-1,24,0
529,23,1,1,6,1,1,2
530,23,1,1,6,1,2,1
531,23,1,1,6,1,3,0
532,23,1,1,6,1,4,1
533,23,1,1,6,1,5,1
534,23,1,1,6,1,6,1
535,23,1,1,6,1,7,2
536,23,1,1,6,1,8,0
537,23,1,1,6,1,9,3
538,23,1,1,6,1,10,2
539,23,1,1,6,1,11,3
540,23,1,1,6,1,12,1
541,23,1,1,6,1,13,0
542,23,1,1,6,1,14,0
543,23,1,1,6,1,15,1
544,23,1,1,6,1,16,1
545,23,1,1,6,1,17,1
546,23,1,1,6,1,18,0
547,23,1,1,6,1,19,0
548,23,1,1,6,1,20,2
549,23,1,1,6,1,21,3
550,23,1,1,6,1,22,0
551,23,1,1,6,1,23,1
552,23,1,1,6,-1,24,0
553,24,1,1,15,1,1,0
554,24,1,1,15,1,2,1
555,24,1,1,15,1,3,0
556,24,1,1,15,1,4,0
557,24,1,1,15,1,5,1
558,24,1,1,15,1,6,0
559,24,1,1,15,1,7,1
560,24,1,1,15,1,8,0
561,24,1,1,15,1,9,1
562,24,1,1,15,1,10,1
563,24,1,1,15,1,11,1
564,24,1,1,15,1,12,0
565,24,1,1,15,1,13,2
566,24,1,1,15,1,14,2
567,24,1,1,15,-1,15,1
568,24,1,1,15,1,16,2
569,24,1,1,15,1,17,2
570,24,1,1,15,-1,18,1
571,24,1,1,15,-1,19,0
572,24,1,1,15,-1,20,0
573,24,1,1,15,-1,21,0
574,24,1,1,15,-1,22,1
575,24,1,1,15,-1,23,1
576,24,1,1,15,-1,24,1
577,25,1,1,43,-1,1,0
578,25,1,1,43,-1,2,0
579,25,1,1,43,-1,3,0
580,25,1,1,43,-1,4,0
581,25,1,1,43,-1,5,0
582,25,1,1,43,-1,6,1
583,25,1,1,43,-1,7,0
584,25,1,1,43,-1,8,0
585,25,1,1,43,-1,9,0
586,25,1,1,43,-1,10,0
587,25,1,1,43,-1,11,0
588,25,1,1,43,-1,12,0
589,25,1,1,43,-1,13,2
590,25,1,1,43,-1,14,2
591,25,1,1,43,-1,15,2
592,25,1,1,43,-1,16,2
593,25,1,1,43,-1,17,2
594,25,1,1,43,-1,18,1
595,25,1,1,43,1,19,0
596,25,1,1,43,-1,20,0
597,25,1,1,43,1,21,0
598,25,1,1,43,1,22,1
599,25,1,1,43,1,23,1
600,25,1,1,43,1,24,1
601,26,1,0,45,-1,1,0
602,26,1,0,45,-1,2,1
603,26,1,0,45,-1,3,2
604,26,1,0,45,-1,4,1
605,26,1,0,45,-1,5,0
606,26,1,0,45,-1,6,0
607,26,1,0,45,-1,7,1
608,26,1,0,45,-1,8,0
609,26,1,0,45,-1,9,0
610,26,1,0,45,-1,10,0
611,26,1,0,45,-1,11,0
612,26,1,0,45,-1,12,0
613,26,1,0,45,-1,13,1
614,26,1,0,45,-1,14,0
615,26,1,0,45,-1,15,0
616,26,1,0,45,-1,16,2
617,26,1,0,45,1,17,2
618,26,1,0,45,-1,18,1
619,26,1,0,45,1,19,0
620,26,1,0,45,1,20,1
621,26,1,0,45,1,21,0
622,26,1,0,45,1,22,0
623,26,1,0,45,1,23,0
624,26,1,0,45,1,24,0
625,27,1,0,26,1,1,2
626,27,1,0,26,1,2,2
627,27,1,0,26,1,3,2
628,27,1,0,26,-1,4,2
629,27,1,0,26,1,5,3
630,27,1,0,26,1,6,3
631,27,1,0,26,-1,7,2
632,27,1,0,26,-1,8,2
633,27,1,0,26,-1,9,2
634,27,1,0,26,-1,10,2
635,27,1,0,26,-1,11,2
636,27,1,0,26,-1,12,2
637,27,1,0,26,-1,13,0
638,27,1,0,26,-1,14,0
639,27,1,0,26,-1,15,0
640,27,1,0,26,-1,16,0
641,27,1,0,26,-1,17,0
642,27,1,0,26,-1,18,0
643,27,1,0,26,-1,19,0
644,27,1,0,26,-1,20,0
645,27,1,0,26,-1,21,2
646,27,1,0,26,-1,22,2
647,27,1,0,26,-1,23,0
648,27,1,0,26,-1,24,0
649,28,1,0,2,1,1,1
650,28,1,0,2,1,2,1
651,28,1,0,2,1,3,2
652,28,1,0,2,1,4,0
653,28,1,0,2,1,5,0
654,28,1,0,2,1,6,2
655,28,1,0,2,1,7,0
656,28,1,0,2,1,8,0
657,28,1,0,2,1,9,1
658,28,1,0,2,1,10,2
659,28,1,0,2,1,11,2
660,28,1,0,2,1,12,3
661,28,1,0,2,1,13,3
662,28,1,0,2,1,14,1
663,28,1,0,2,1,15,3
664,28,1,0,2,1,16,3
665,28,1,0,2,1,17,3
666,28,1,0,2,1,18,3
667,28,1,0,2,1,19,3
668,28,1,0,2,1,20,1
669,28,1,0,2,1,21,0
670,28,1,0,2,1,22,1
671,28,1,0,2,1,23,1
672,28,1,0,2,1,24,1
673,29,0,1,9,1,1,1
674,29,0,1,9,1,2,2
675,29,0,1,9,1,3,3
676,29,0,1,9,1,4,3
677,29,0,1,9,1,5,3
678,29,0,1,9,1,6,3
679,29,0,1,9,1,7,3
680,29,0,1,9,1,8,3
681,29,0,1,9,1,9,3
682,29,0,1,9,1,10,3
683,29,0,1,9,1,11,3
684,29,0,1,9,1,12,3
685,29,0,1,9,1,13,3
686,29,0,1,9,1,14,3
687,29,0,1,9,1,15,3
688,29,0,1,9,1,16,3
689,29,0,1,9,1,17,3
690,29,0,1,9,1,18,3
691,29,0,1,9,1,19,3
692,29,0,1,9,1,20,3
693,29,0,1,9,-1,21,2
694,29,0,1,9,1,22,3
695,29,0,1,9,1,23,3
696,29,0,1,9,-1,24,2
697,30,0,1,11,1,1,0
698,30,0,1,11,1,2,0
699,30,0,1,11,1,3,0
700,30,0,1,11,1,4,0
701,30,0,1,11,1,5,0
702,30,0,1,11,1,6,0
703,30,0,1,11,1,7,0
704,30,0,1,11,1,8,0
705,30,0,1,11,1,9,0
706,30,0,1,11,1,10,0
707,30,0,1,11,1,11,1
708,30,0,1,11,1,12,3
709,30,0,1,11,1,13,3
710,30,0,1,11,1,14,3
711,30,0,1,11,1,15,3
712,30,0,1,11,1,16,3
713,30,0,1,11,1,17,3
714,30,0,1,11,1,18,3
715,30,0,1,11,-1,19,2
716,30,0,1,11,1,20,3
717,30,0,1,11,1,21,3
718,30,0,1,11,-1,22,3
719,30,0,1,11,-1,23,3
720,30,0,1,11,-1,24,3
721,31,1,0,36,-1,1,0
722,31,1,0,36,-1,2,1
723,31,1,0,36,-1,3,0
724,31,1,0,36,-1,4,2
725,31,1,0,36,-1,5,0
726,31,1,0,36,-1,6,2
727,31,1,0,36,-1,7,0
728,31,1,0,36,-1,8,0
729,31,1,0,36,-1,9,0
730,31,1,0,36,-1,10,1
731,31,1,0,36,-1,11,0
732,31,1,0,36,-1,12,0
733,31,1,0,36,-1,13,0
734,31,1,0,36,-1,14,0
735,31,1,0,36,-1,15,1
736,31,1,0,36,-1,16,1
737,31,1,0,36,-1,17,0
738,31,1,0,36,-1,18,0
739,31,1,0,36,-1,19,0
740,31,1,0,36,-1,20,0
741,31,1,0,36,-1,21,0
742,31,1,0,36,-1,22,1
743,31,1,0,36,-1,23,0
744,31,1,0,36,-1,24,0
745,32,1,0,37,-1,1,0
746,32,1,0,37,-1,2,0
747,32,1,0,37,-1,3,0
748,32,1,0,37,-1,4,1
749,32,1,0,37,-1,5,1
750,32,1,0,37,-1,6,0
751,32,1,0,37,-1,7,0
752,32,1,0,37,-1,8,1
753,32,1,0,37,-1,9,0
754,32,1,0,37,-1,10,0
755,32,1,0,37,-1,11,2
756,32,1,0,37,-1,12,3
757,32,1,0,37,-1,13,1
758,32,1,0,37,-1,14,0
759,32,1,0,37,-1,15,1
760,32,1,0,37,-1,16,0
761,32,1,0,37,-1,17,0
762,32,1,0,37,-1,18,1
763,32,1,0,37,-1,19,2
764,32,1,0,37,-1,20,2
765,32,1,0,37,-1,21,1
766,32,1,0,37,-1,22,0
767,32,1,0,37,-1,23,0
768,32,1,0,37,-1,24,2
769,33,1,0,20,1,1,1
770,33,1,0,20,1,2,2
771,33,1,0,20,1,3,3
772,33,1,0,20,1,4,2
773,33,1,0,20,1,5,1
774,33,1,0,20,1,6,0
775,33,1,0,20,1,7,1
776,33,1,0,20,1,8,1
777,33,1,0,20,1,9,0
778,33,1,0,20,-1,10,0
779,33,1,0,20,1,11,0
780,33,1,0,20,1,12,0
781,33,1,0,20,-1,13,2
782,33,1,0,20,-1,14,1
783,33,1,0,20,-1,15,0
784,33,1,0,20,-1,16,0
785,33,1,0,20,-1,17,0
786,33,1,0,20,-1,18,0
787,33,1,0,20,-1,19,2
788,33,1,0,20,-1,20,1
789,33,1,0,20,-1,21,1
790,33,1,0,20,-1,22,2
791,33,1,0,20,-1,23,3
792,33,1,0,20,-1,24,3
793,34,1,0,27,1,1,1
794,34,1,0,27,1,2,0
795,34,1,0,27,-1,3,0
796,34,1,0,27,1,4,1
797,34,1,0,27,1,5,0
798,34,1,0,27,-1,6,1
799,34,1,0,27,-1,7,0
800,34,1,0,27,-1,8,1
801,34,1,0,27,-1,9,1
802,34,1,0,27,-1,10,1
803,34,1,0,27,-1,11,1
804,34,1,0,27,-1,12,0
805,34,1,0,27,-1,13,0
806,34,1,0,27,-1,14,2
807,34,1,0,27,-1,15,2
808,34,1,0,27,-1,16,2
809,34,1,0,27,-1,17,0
810,34,1,0,27,-1,18,2
811,34,1,0,27,-1,19,2
812,34,1,0,27,-1,20,2
813,34,1,0,27,-1,21,2
814,34,1,0,27,-1,22,1
815,34,1,0,27,-1,23,0
816,34,1,0,27,-1,24,1
817,35,1,0,28,1,1,1
818,35,1,0,28,-1,2,0
819,35,1,0,28,1,3,2
820,35,1,0,28,1,4,3
821,35,1,0,28,-1,5,0
822,35,1,0,28,-1,6,2
823,35,1,0,28,-1,7,0
824,35,1,0,28,-1,8,0
825,35,1,0,28,-1,9,1
826,35,1,0,28,-1,10,0
827,35,1,0,28,-1,11,0
828,35,1,0,28,-1,12,0
829,35,1,0,28,-1,13,1
830,35,1,0,28,-1,14,1
831,35,1,0,28,-1,15,0
832,35,1,0,28,-1,16,0
833,35,1,0,28,-1,17,0
834,35,1,0,28,-1,18,0
835,35,1,0,28,-1,19,0
836,35,1,0,28,-1,20,0
837,35,1,0,28,-1,21,0
838,35,1,0,28,-1,22,0
839,35,1,0,28,-1,23,0
840,35,1,0,28,-1,24,0
841,36,1,0,7,1,1,2
842,36,1,0,7,1,2,1
